genome	genome_accession	ncbi_protein_accession	mist_protein_accession	protein_type	source	protein_length	domain_architecture	sensors_or_regulators	domain_counts	domains
GCF_003606385.1	GCF_003606385	WP_119835115.1	GCF_003606385.1-D5R93_RS07015	rr	mistdb	205	Response_reg:16-126,ANTAR:143-196	ANTAR	ANTAR:1,Response_reg:1	ANTAR,Response_reg
GCF_003606385.1	GCF_003606385	WP_119835988.1	GCF_003606385.1-D5R93_RS07860	rr	mistdb	258	Response_reg:4-121,LytTR:142-234	LytTR	LytTR:1,Response_reg:1	LytTR,Response_reg
GCF_003606385.1	GCF_003606385	WP_120204662.1	GCF_003606385.1-D5R93_RS07950	rr	mistdb	223	Response_reg:6-117,GerE:152-208	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_003606385.1	GCF_003606385	WP_119836046.1	GCF_003606385.1-D5R93_RS08185	rr	mistdb	222	Response_reg:4-114,Trans_reg_C:150-221	Trans_reg_C	Response_reg:1,Trans_reg_C:1	Response_reg,Trans_reg_C
GCF_003606385.1	GCF_003606385	WP_119836065.1	GCF_003606385.1-D5R93_RS08330	rr	mistdb	217	Response_reg:12-124,GerE:150-206	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_003606385.1	GCF_003606385	WP_243106695.1	GCF_003606385.1-D5R93_RS09455	rr	mistdb	289	Response_reg:13-127,GerE:177-233	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_003606385.1	GCF_003606385	WP_243106698.1	GCF_003606385.1-D5R93_RS09570	rr	mistdb	235	Response_reg:22-137,GerE:173-229	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_003606385.1	GCF_003606385	WP_119836578.1	GCF_003606385.1-D5R93_RS09855	rr	mistdb	226	Response_reg:5-114,Trans_reg_C:145-222	Trans_reg_C	Response_reg:1,Trans_reg_C:1	Response_reg,Trans_reg_C
GCF_003606385.1	GCF_003606385	WP_120205051.1	GCF_003606385.1-D5R93_RS10165	rr	mistdb	223	Response_reg:4-112,Trans_reg_C:145-220	Trans_reg_C	Response_reg:1,Trans_reg_C:1	Response_reg,Trans_reg_C
GCF_003606385.1	GCF_003606385	WP_120205211.1	GCF_003606385.1-D5R93_RS10915	rr	mistdb	245	Response_reg:29-141,GerE:182-238	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_003606385.1	GCF_003606385	WP_119837132.1	GCF_003606385.1-D5R93_RS11445	rr	mistdb	245	Response_reg:13-123,Trans_reg_C:158-239	Trans_reg_C	Response_reg:1,Trans_reg_C:1	Response_reg,Trans_reg_C
GCF_003606385.1	GCF_003606385	WP_119835530.1	GCF_003606385.1-D5R93_RS11945	rr	mistdb	239	Response_reg:4-120,Trans_reg_C:156-233	Trans_reg_C	Response_reg:1,Trans_reg_C:1	Response_reg,Trans_reg_C
GCF_003606385.1	GCF_003606385	WP_243106795.1	GCF_003606385.1-D5R93_RS12085	rr	mistdb	272	Response_reg:18-128,Trans_reg_C:162-237	Trans_reg_C	Response_reg:1,Trans_reg_C:1	Response_reg,Trans_reg_C
GCF_003606385.1	GCF_003606385	WP_119835496.1	GCF_003606385.1-D5R93_RS12205	rr	mistdb	207	Response_reg:3-109,GerE:144-200	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_003606385.1	GCF_003606385	WP_120205501.1	GCF_003606385.1-D5R93_RS12235	rr	mistdb	514	Response_reg:4-114,AAA_31:138-307	AAA_31	AAA_31:1,Response_reg:1	AAA_31,Response_reg
GCF_003606385.1	GCF_003606385	WP_120205600.1	GCF_003606385.1-D5R93_RS12760	rr	mistdb	277	Response_reg:16-128,GerE:210-266	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_013177295.1	GCF_013177295	WP_159717954.1	GCF_013177295.1-HPC72_RS00225	rr	mistdb	236	Response_reg:12-122,Trans_reg_C:153-230	Trans_reg_C	Response_reg:1,Trans_reg_C:1	Response_reg,Trans_reg_C
GCF_013177295.1	GCF_013177295	WP_159624410.1	GCF_013177295.1-HPC72_RS00360	rr	mistdb	225	Response_reg:12-124,GerE:159-215	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_013177295.1	GCF_013177295	WP_159522719.1	GCF_013177295.1-HPC72_RS00830	rr	mistdb	261	Response_reg:18-128,Trans_reg_C:163-237	Trans_reg_C	Response_reg:1,Trans_reg_C:1	Response_reg,Trans_reg_C
GCF_013177295.1	GCF_013177295	WP_159524571.1	GCF_013177295.1-HPC72_RS01790	rr	mistdb	221	Response_reg:4-112,Trans_reg_C:145-220	Trans_reg_C	Response_reg:1,Trans_reg_C:1	Response_reg,Trans_reg_C
GCF_013177295.1	GCF_013177295	WP_159524058.1	GCF_013177295.1-HPC72_RS02075	rr	mistdb	226	Response_reg:5-114,Trans_reg_C:146-222	Trans_reg_C	Response_reg:1,Trans_reg_C:1	Response_reg,Trans_reg_C
GCF_013177295.1	GCF_013177295	WP_235905401.1	GCF_013177295.1-HPC72_RS02840	rr	mistdb	242	Response_reg:29-144,GerE:180-236	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_013177295.1	GCF_013177295	WP_201288258.1	GCF_013177295.1-HPC72_RS03720	rr	mistdb	211	Response_reg:14-126,GerE:149-205	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_013177295.1	GCF_013177295	WP_159523028.1	GCF_013177295.1-HPC72_RS04880	rr	mistdb	214	Response_reg:12-122,ANTAR:139-192	ANTAR	ANTAR:1,Response_reg:1	ANTAR,Response_reg
GCF_013177295.1	GCF_013177295	WP_159523437.1	GCF_013177295.1-HPC72_RS06490	rr	mistdb	218	Response_reg:12-124,GerE:150-206	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_013177295.1	GCF_013177295	WP_268891766.1	GCF_013177295.1-HPC72_RS08770	rr	mistdb	249	Response_reg:33-145,GerE:185-241	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_013177295.1	GCF_013177295	WP_159522548.1	GCF_013177295.1-HPC72_RS09170	rr	mistdb	250	Response_reg:18-128,Trans_reg_C:163-244	Trans_reg_C	Response_reg:1,Trans_reg_C:1	Response_reg,Trans_reg_C
GCF_013177295.1	GCF_013177295	WP_159522477.1	GCF_013177295.1-HPC72_RS09415	rr	mistdb	219	Response_reg:3-113,Trans_reg_C:143-217	Trans_reg_C	Response_reg:1,Trans_reg_C:1	Response_reg,Trans_reg_C
GCF_000269805.1	GCF_000269805	WP_017194989.1	GCF_000269805.1-W5W_RS0107735	rr	mistdb	215	Response_reg:7-119,GerE:151-207	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_000269805.1	GCF_000269805	WP_008732229.1	GCF_000269805.1-W5W_RS0107515	rr	mistdb	204	Response_reg:7-119,GerE:142-198	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_000269805.1	GCF_000269805	WP_017194945.1	GCF_000269805.1-W5W_RS0107460	rr	mistdb	271	Response_reg:1-132,GerE:206-262	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_000269805.1	GCF_000269805	WP_017194936.1	GCF_000269805.1-W5W_RS0107410	rr	mistdb	225	Response_reg:3-133,GerE:160-220	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_000269805.1	GCF_000269805	WP_017195075.1	GCF_000269805.1-W5W_RS0108275	rr	mistdb	242	Response_reg:7-119,GerE:174-230	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_000269805.1	GCF_000269805	WP_017194712.1	GCF_000269805.1-W5W_RS0105770	rr	mistdb	532	Response_reg:4-114,AAA_31:139-306	AAA_31	AAA_31:1,Response_reg:1	AAA_31,Response_reg
GCF_000269805.1	GCF_000269805	WP_017194707.1	GCF_000269805.1-W5W_RS0105740	rr	mistdb	207	Response_reg:3-107,GerE:144-199	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_000269805.1	GCF_000269805	WP_017194599.1	GCF_000269805.1-W5W_RS0105000	rr	mistdb	223	Response_reg:16-128,GerE:159-215	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_000269805.1	GCF_000269805	WP_008733926.1	GCF_000269805.1-W5W_RS0102755	rr	mistdb	234	Response_reg:14-126,GerE:158-214	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_000269805.1	GCF_000269805	WP_008731644.1	GCF_000269805.1-W5W_RS0106540	rr	mistdb	231	Response_reg:18-133,GerE:169-225	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_000269805.1	GCF_000269805	WP_017194791.1	GCF_000269805.1-W5W_RS0106425	rr	mistdb	218	Response_reg:3-114,GerE:155-211	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_000269805.1	GCF_000269805	WP_008731442.1	GCF_000269805.1-W5W_RS0106325	rr	mistdb	237	Response_reg:19-137,GerE:176-232	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_000269805.1	GCF_000269805	WP_008732387.1	GCF_000269805.1-W5W_RS0102050	rr	mistdb	232	Response_reg:5-128,GerE:165-221	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_000269805.1	GCF_000269805	WP_017194146.1	GCF_000269805.1-W5W_RS0102030	rr	mistdb	224	Response_reg:4-119,GerE:162-218	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_000269805.1	GCF_000269805	WP_017194397.1	GCF_000269805.1-W5W_RS0103730	rr	mistdb	219	Response_reg:3-113,Trans_reg_C:144-217	Trans_reg_C	Response_reg:1,Trans_reg_C:1	Response_reg,Trans_reg_C
GCF_000269805.1	GCF_000269805	WP_017194368.1	GCF_000269805.1-W5W_RS0103570	rr	mistdb	245	Response_reg:30-144,GerE:179-235	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_000269805.1	GCF_000269805	WP_017193945.1	GCF_000269805.1-W5W_RS0100770	rr	mistdb	253	Response_reg:24-134,Trans_reg_C:168-243	Trans_reg_C	Response_reg:1,Trans_reg_C:1	Response_reg,Trans_reg_C
GCF_000269805.1	GCF_000269805	WP_008731080.1	GCF_000269805.1-W5W_RS0100735	rr	mistdb	243	Response_reg:14-124,Trans_reg_C:161-237	Trans_reg_C	Response_reg:1,Trans_reg_C:1	Response_reg,Trans_reg_C
GCF_000269805.1	GCF_000269805	WP_017193926.1	GCF_000269805.1-W5W_RS0100640	rr	mistdb	237	Response_reg:4-120,Trans_reg_C:154-230	Trans_reg_C	Response_reg:1,Trans_reg_C:1	Response_reg,Trans_reg_C
GCF_000269805.1	GCF_000269805	WP_017194883.1	GCF_000269805.1-W5W_RS0107055	rr	mistdb	241	Response_reg:7-116,Trans_reg_C:163-238	Trans_reg_C	Response_reg:1,Trans_reg_C:1	Response_reg,Trans_reg_C
GCF_000269805.1	GCF_000269805	WP_081486203.1	GCF_000269805.1-W5W_RS0104850	rr	mistdb	270	Response_reg:21-117,Response_reg:117-166,GerE:205-261	GerE	GerE:1,Response_reg:2	GerE,Response_reg
GCF_000269805.1	GCF_000269805	WP_029574063.1	GCF_000269805.1-W5W_RS0104015	rr	mistdb	233	Response_reg:26-148,GerE:171-227	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_000269805.1	GCF_000269805	WP_008730119.1	GCF_000269805.1-W5W_RS0104010	rr	mistdb	246	Response_reg:15-125,Trans_reg_C:159-240	Trans_reg_C	Response_reg:1,Trans_reg_C:1	Response_reg,Trans_reg_C
GCF_000269805.1	GCF_000269805	WP_008732640.1	GCF_000269805.1-W5W_RS0111030	rr	mistdb	212	Response_reg:8-120,GerE:146-202	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_000269805.1	GCF_000269805	WP_017195315.1	GCF_000269805.1-W5W_RS0110160	rr	mistdb	203	Response_reg:13-123,ANTAR:140-193	ANTAR	ANTAR:1,Response_reg:1	ANTAR,Response_reg
GCF_000269805.1	GCF_000269805	WP_017195130.1	GCF_000269805.1-W5W_RS0108730	rr	mistdb	238	Response_reg:10-122,GerE:167-223	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_000269805.1	GCF_000269805	WP_017195881.1	GCF_000269805.1-W5W_RS0114140	rr	mistdb	218	Response_reg:7-119,GerE:152-208	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_000269805.1	GCF_000269805	WP_017195727.1	GCF_000269805.1-W5W_RS0113160	rr	mistdb	227	Response_reg:5-114,Trans_reg_C:147-223	Trans_reg_C	Response_reg:1,Trans_reg_C:1	Response_reg,Trans_reg_C
GCF_000269805.1	GCF_000269805	WP_017195684.1	GCF_000269805.1-W5W_RS0112870	rr	mistdb	222	Response_reg:4-112,Trans_reg_C:145-220	Trans_reg_C	Response_reg:1,Trans_reg_C:1	Response_reg,Trans_reg_C
GCF_000269805.1	GCF_000269805	WP_008732410.1	GCF_000269805.1-W5W_RS0112810	rr	mistdb	214	Response_reg:3-121,GerE:149-208	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_000269805.1	GCF_000269805	WP_081486252.1	GCF_000269805.1-W5W_RS15860	rr	mistdb	260	Response_reg:28-142,GerE:181-237	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_000269805.1	GCF_000269805	WP_017195563.1	GCF_000269805.1-W5W_RS0112050	rr	mistdb	219	Response_reg:3-118,GerE:149-205	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_000269805.1	GCF_000269805	WP_008733545.1	GCF_000269805.1-W5W_RS0111875	rr	mistdb	231	Response_reg:15-127,GerE:167-223	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_001956585.1	GCF_001956585	WP_003780388.1	GCF_001956585.1-BKH33_RS02110	rr	mistdb	228	Response_reg:7-127,GerE:160-210	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_001956585.1	GCF_001956585	WP_003782410.1	GCF_001956585.1-BKH33_RS02060	rr	mistdb	248	Response_reg:8-128,GerE:183-239	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_001956585.1	GCF_001956585	WP_003781770.1	GCF_001956585.1-BKH33_RS06430	rr	mistdb	249	Response_reg:12-124,GerE:156-212	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_001956585.1	GCF_001956585	WP_003781409.1	GCF_001956585.1-BKH33_RS06095	rr	mistdb	286	Response_reg:3-104,hole:105-219,GerE:220-267	GerE	GerE:1,Response_reg:1,hole:1	GerE,Response_reg,hole
GCF_001956585.1	GCF_001956585	WP_003782705.1	GCF_001956585.1-BKH33_RS05550	rr	mistdb	245	Response_reg:4-116,GerE:174-230	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_001956585.1	GCF_001956585	WP_003780160.1	GCF_001956585.1-BKH33_RS05340	rr	mistdb	221	Response_reg:10-122,GerE:155-211	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_001956585.1	GCF_001956585	WP_003780125.1	GCF_001956585.1-BKH33_RS05210	rr	mistdb	233	Response_reg:15-129,GerE:168-224	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_001956585.1	GCF_001956585	WP_003783383.1	GCF_001956585.1-BKH33_RS05100	rr	mistdb	219	Response_reg:3-113,Trans_reg_C:144-217	Trans_reg_C	Response_reg:1,Trans_reg_C:1	Response_reg,Trans_reg_C
GCF_001956585.1	GCF_001956585	WP_003785315.1	GCF_001956585.1-BKH33_RS04775	rr	mistdb	245	Response_reg:13-123,Trans_reg_C:158-239	Trans_reg_C	Response_reg:1,Trans_reg_C:1	Response_reg,Trans_reg_C
GCF_001956585.1	GCF_001956585	WP_003784842.1	GCF_001956585.1-BKH33_RS09200	rr	mistdb	215	Response_reg:4-118,GerE:153-209	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_001956585.1	GCF_001956585	WP_076070268.1	GCF_001956585.1-BKH33_RS09115	rr	mistdb	224	Response_reg:19-131,GerE:164-218	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_001956585.1	GCF_001956585	WP_003784819.1	GCF_001956585.1-BKH33_RS09825	rr	mistdb	249	Response_reg:33-145,GerE:184-240	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_001956585.1	GCF_001956585	WP_043539579.1	GCF_001956585.1-BKH33_RS09550	rr	mistdb	244	Response_reg:29-141,GerE:181-237	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_001956585.1	GCF_001956585	WP_003785882.1	GCF_001956585.1-BKH33_RS03810	rr	mistdb	217	Response_reg:12-124,GerE:150-206	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_001956585.1	GCF_001956585	WP_003785880.1	GCF_001956585.1-BKH33_RS03745	rr	mistdb	219	Response_reg:4-114,Trans_reg_C:147-218	Trans_reg_C	Response_reg:1,Trans_reg_C:1	Response_reg,Trans_reg_C
GCF_001956585.1	GCF_001956585	WP_076142503.1	GCF_001956585.1-BKH33_RS02560	rr	mistdb	223	Response_reg:11-125,GerE:164-220	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_001956585.1	GCF_001956585	WP_003779908.1	GCF_001956585.1-BKH33_RS02360	rr	mistdb	214	Response_reg:3-117,GerE:149-208	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_001956585.1	GCF_001956585	WP_003782756.1	GCF_001956585.1-BKH33_RS02305	rr	mistdb	223	Response_reg:4-112,Trans_reg_C:145-220	Trans_reg_C	Response_reg:1,Trans_reg_C:1	Response_reg,Trans_reg_C
GCF_001956585.1	GCF_001956585	WP_003780993.1	GCF_001956585.1-BKH33_RS07590	rr	mistdb	238	Response_reg:12-121,Trans_reg_C:158-234	Trans_reg_C	Response_reg:1,Trans_reg_C:1	Response_reg,Trans_reg_C
GCF_001956585.1	GCF_001956585	WP_081392054.1	GCF_001956585.1-BKH33_RS03105	rr	mistdb	237	Response_reg:24-139,GerE:175-231	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_001956585.1	GCF_001956585	WP_003781497.1	GCF_001956585.1-BKH33_RS12425	rr	mistdb	203	Response_reg:4-116,GerE:139-195	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_001956585.1	GCF_001956585	WP_003781477.1	GCF_001956585.1-BKH33_RS12390	rr	mistdb	203	Response_reg:6-118,GerE:141-197	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_001956585.1	GCF_001956585	WP_003779537.1	GCF_001956585.1-BKH33_RS10965	rr	mistdb	202	Response_reg:13-123,ANTAR:140-193	ANTAR	ANTAR:1,Response_reg:1	ANTAR,Response_reg
GCF_001956585.1	GCF_001956585	WP_043538503.1	GCF_001956585.1-BKH33_RS12875	rr	mistdb	246	Response_reg:13-129,Trans_reg_C:164-240	Trans_reg_C	Response_reg:1,Trans_reg_C:1	Response_reg,Trans_reg_C
GCF_001956585.1	GCF_001956585	WP_003783834.1	GCF_001956585.1-BKH33_RS12760	rr	mistdb	242	Response_reg:13-123,Trans_reg_C:160-236	Trans_reg_C	Response_reg:1,Trans_reg_C:1	Response_reg,Trans_reg_C
GCF_001956585.1	GCF_001956585	WP_003783844.1	GCF_001956585.1-BKH33_RS12735	rr	mistdb	248	Response_reg:19-129,Trans_reg_C:163-238	Trans_reg_C	Response_reg:1,Trans_reg_C:1	Response_reg,Trans_reg_C
GCF_001956585.1	GCF_001956585	WP_003779658.1	GCF_001956585.1-BKH33_RS06905	rr	mistdb	223	Response_reg:3-114,GerE:160-216	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_001956585.1	GCF_001956585	WP_003784929.1	GCF_001956585.1-BKH33_RS06690	rr	mistdb	239	Response_reg:21-139,GerE:178-234	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_001956585.1	GCF_001956585	WP_076142669.1	GCF_001956585.1-BKH33_RS07120	rr	mistdb	247	Response_reg:18-130,GerE:184-240	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_001956585.1	GCF_001956585	WP_003779758.1	GCF_001956585.1-BKH33_RS02990	rr	mistdb	226	Response_reg:5-114,Trans_reg_C:145-222	Trans_reg_C	Response_reg:1,Trans_reg_C:1	Response_reg,Trans_reg_C
GCF_001956585.1	GCF_001956585	WP_003780014.1	GCF_001956585.1-BKH33_RS10025	rr	mistdb	233	Response_reg:4-116,GerE:152-208	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_001956585.1	GCF_001956585	WP_003780043.1	GCF_001956585.1-BKH33_RS10005	rr	mistdb	244	Response_reg:11-128,GerE:167-223	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_001956585.1	GCF_001956585	WP_003785674.1	GCF_001956585.1-BKH33_RS11040	rr	mistdb	229	Response_reg:4-119,GerE:167-223	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_001956585.1	GCF_001956585	WP_003780065.1	GCF_001956585.1-BKH33_RS12605	rr	mistdb	246	Response_reg:4-117,GerE:182-237	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_004104015.1	GCF_004104015	WP_128772258.1	GCF_004104015.1-EUC46_RS00620	rr	mistdb	203	Response_reg:13-123,ANTAR:140-193	ANTAR	ANTAR:1,Response_reg:1	ANTAR,Response_reg
GCF_004104015.1	GCF_004104015	WP_128772336.1	GCF_004104015.1-EUC46_RS01125	rr	mistdb	285	Response_reg:38-157,GerE:212-268	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_004104015.1	GCF_004104015	WP_128772681.1	GCF_004104015.1-EUC46_RS02860	rr	mistdb	224	Response_reg:3-121,GerE:149-198	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_004104015.1	GCF_004104015	WP_128772646.1	GCF_004104015.1-EUC46_RS02630	rr	mistdb	223	Response_reg:4-112,Trans_reg_C:145-220	Trans_reg_C	Response_reg:1,Trans_reg_C:1	Response_reg,Trans_reg_C
GCF_004104015.1	GCF_004104015	WP_128772533.1	GCF_004104015.1-EUC46_RS02020	rr	mistdb	229	Response_reg:16-131,GerE:167-223	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_004104015.1	GCF_004104015	WP_128772869.1	GCF_004104015.1-EUC46_RS03770	rr	mistdb	201	Response_reg:4-116,GerE:139-195	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_004104015.1	GCF_004104015	WP_128772770.1	GCF_004104015.1-EUC46_RS03285	rr	mistdb	269	Response_reg:21-97,hole:98-203,GerE:204-260	GerE	GerE:1,Response_reg:1,hole:1	GerE,Response_reg,hole
GCF_004104015.1	GCF_004104015	WP_128772763.1	GCF_004104015.1-EUC46_RS03250	rr	mistdb	218	Response_reg:12-124,GerE:150-206	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_004104015.1	GCF_004104015	WP_128772949.1	GCF_004104015.1-EUC46_RS04145	rr	mistdb	224	Response_reg:18-130,GerE:161-217	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_004104015.1	GCF_004104015	WP_128772884.1	GCF_004104015.1-EUC46_RS03870	rr	mistdb	243	Response_reg:11-123,GerE:170-226	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_004104015.1	GCF_004104015	WP_128772971.1	GCF_004104015.1-EUC46_RS04350	rr	mistdb	227	Response_reg:5-114,Trans_reg_C:146-223	Trans_reg_C	Response_reg:1,Trans_reg_C:1	Response_reg,Trans_reg_C
GCF_004104015.1	GCF_004104015	WP_128772956.1	GCF_004104015.1-EUC46_RS04260	rr	mistdb	230	Response_reg:7-122,GerE:154-210	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_004104015.1	GCF_004104015	WP_128773273.1	GCF_004104015.1-EUC46_RS05945	rr	mistdb	156	Response_reg:5-125	nodomain	Response_reg:1	Response_reg
GCF_004104015.1	GCF_004104015	WP_128773492.1	GCF_004104015.1-EUC46_RS07155	rr	mistdb	219	Response_reg:4-114,Trans_reg_C:147-218	Trans_reg_C	Response_reg:1,Trans_reg_C:1	Response_reg,Trans_reg_C
GCF_004104015.1	GCF_004104015	WP_128773590.1	GCF_004104015.1-EUC46_RS07690	rr	mistdb	219	Response_reg:3-113,Trans_reg_C:144-217	Trans_reg_C	Response_reg:1,Trans_reg_C:1	Response_reg,Trans_reg_C
GCF_004104015.1	GCF_004104015	WP_128773620.1	GCF_004104015.1-EUC46_RS07645	rr	mistdb	216	Response_reg:1-115,GerE:149-205	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_004104015.1	GCF_004104015	WP_128773580.1	GCF_004104015.1-EUC46_RS07620	rr	mistdb	229	Response_reg:5-114,Trans_reg_C:147-222	Trans_reg_C	Response_reg:1,Trans_reg_C:1	Response_reg,Trans_reg_C
GCF_004104015.1	GCF_004104015	WP_128773661.1	GCF_004104015.1-EUC46_RS08085	rr	mistdb	224	Response_reg:8-121,GerE:156-212	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_004104015.1	GCF_004104015	WP_128773775.1	GCF_004104015.1-EUC46_RS08685	rr	mistdb	255	Response_reg:18-128,Trans_reg_C:162-237	Trans_reg_C	Response_reg:1,Trans_reg_C:1	Response_reg,Trans_reg_C
GCF_004104015.1	GCF_004104015	WP_128773792.1	GCF_004104015.1-EUC46_RS08665	rr	mistdb	240	Response_reg:11-121,Trans_reg_C:158-234	Trans_reg_C	Response_reg:1,Trans_reg_C:1	Response_reg,Trans_reg_C
GCF_004104015.1	GCF_004104015	WP_128773764.1	GCF_004104015.1-EUC46_RS08610	rr	mistdb	236	Response_reg:4-120,Trans_reg_C:156-232	Trans_reg_C	Response_reg:1,Trans_reg_C:1	Response_reg,Trans_reg_C
GCF_004104015.1	GCF_004104015	WP_128773916.1	GCF_004104015.1-EUC46_RS09450	rr	mistdb	242	Response_reg:7-119,GerE:174-230	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_004104015.1	GCF_004104015	WP_128773985.1	GCF_004104015.1-EUC46_RS09815	rr	mistdb	238	Response_reg:24-136,GerE:162-223	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_004104015.1	GCF_004104015	WP_128774131.1	GCF_004104015.1-EUC46_RS10570	rr	mistdb	228	Response_reg:13-125,GerE:165-221	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_004104015.1	GCF_004104015	WP_128774156.1	GCF_004104015.1-EUC46_RS10730	rr	mistdb	230	Response_reg:15-129,GerE:165-220	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_004104015.1	GCF_004104015	WP_128774171.1	GCF_004104015.1-EUC46_RS10825	rr	mistdb	248	Response_reg:4-116,GerE:177-233	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_004104015.1	GCF_004104015	WP_128774236.1	GCF_004104015.1-EUC46_RS11155	rr	mistdb	245	Response_reg:13-123,Trans_reg_C:158-239	Trans_reg_C	Response_reg:1,Trans_reg_C:1	Response_reg,Trans_reg_C
GCF_006546825.1	GCF_006546825	WP_009405613.1	GCF_006546825.1-FK267_RS09165	rr	mistdb	202	Response_reg:13-123,ANTAR:140-193	ANTAR	ANTAR:1,Response_reg:1	ANTAR,Response_reg
GCF_006546825.1	GCF_006546825	WP_141406955.1	GCF_006546825.1-FK267_RS08745	rr	mistdb	251	Response_reg:11-131,GerE:186-242	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_006546825.1	GCF_006546825	WP_141406877.1	GCF_006546825.1-FK267_RS07895	rr	mistdb	220	Response_reg:15-123,GerE:149-204	GerE	GerE:1,Response_reg:1	GerE,Response_reg
GCF_006546825.1	GCF_006546825	WP_020991587.1	GCF_006546825.1-FK267_RS10280	rr	mistdb	219	Response_reg:14-126,GerE:152-208	GerE	GerE:1,Response_reg:1	GerE,Response_reg
